"ID","Comune","ID Provincia","ID Regione","Codice Catastale","Coordinate Nord","Coordinate Est","Coordinate Dec Nord","Coordinate Dec Est"
"4488","Maranzana","6","13","E917","44,45,41","8,28,36","44.76138888888889","8.476666666666667"
"4489","Maretto","6","13","E944","44,56,43","8,2,7","44.945277777777775","8.035277777777777"
"4490","Moasca","6","13","F254","44,45,53","8,16,46","44.764722222222225","8.279444444444445"
"4491","Mombaldone","6","13","F308","44,34,10","8,19,42","44.56944444444445","8.328333333333333"
"4492","Mombaruzzo","6","13","F311","44,46,25","8,26,54","44.77361111111111","8.448333333333334"
"4493","Mombercelli","6","13","F316","44,49,7","8,17,42","44.81861111111112","8.295"
"4494","Monale","6","13","F323","44,56,13","8,4,24","44.93694444444444","8.073333333333332"
"4495","Monastero Bormida","6","13","F325","44,39,1","8,19,33","44.650277777777774","8.325833333333334"
"4496","Moncalvo","6","13","F336","45,3,8","8,15,50","45.05222222222222","8.26388888888889"
"4497","Moncucco Torinese","6","13","F343","45,4,5","7,56,3","45.06805555555556","7.934166666666667"
"4498","Mongardino","6","13","F361","44,51,4","8,13,7","44.85111111111111","8.21861111111111"
"4499","Montabone","6","13","F386","44,42,0","8,23,34","44.7","8.392777777777777"
"4500","Montafia","6","13","F390","44,59,22","8,1,25","44.989444444444445","8.023611111111112"
"4501","Montaldo Scarampi","6","13","F409","44,49,52","8,15,34","44.83111111111111","8.259444444444444"
"4502","Montemagno","6","13","F556","44,59,4","8,19,36","44.98444444444444","8.326666666666666"
"4503","Montiglio Monferrato","6","13","M302",,,"NaN","NaN"
"4504","Moransengo","6","13","F709","45,6,55","8,1,28","45.11527777777778","8.024444444444445"
"4505","Nizza Monferrato","6","13","F902","44,46,35","8,21,29","44.77638888888889","8.358055555555556"
"4506","Olmo Gentile","6","13","G048","44,35,17","8,14,52","44.588055555555556","8.247777777777777"
"4507","Passerano Marmorito","6","13","G358","45,3,17","8,1,8","45.05472222222222","8.01888888888889"
"4508","Penango","6","13","G430","45,1,55","8,14,59","45.03194444444444","8.249722222222221"
"4509","Piea","6","13","G593","45,1,33","8,4,16","45.02583333333333","8.071111111111112"
"4510","Portacomaro","6","13","G894","44,57,30","8,15,35","44.958333333333336","8.259722222222223"
"4511","Quaranti","6","13","H102","44,45,9","8,27,6","44.7525","8.451666666666666"
"4512","Refrancore","6","13","H219","44,56,21","8,20,38","44.939166666666665","8.34388888888889"
"4513","Roatto","6","13","H366","44,57,13","8,1,40","44.953611111111115","8.027777777777779"
"4514","Robella","6","13","H376","45,6,11","8,5,55","45.10305555555556","8.098611111111111"
"4515","Roccaverano","6","13","H451","44,35,42","8,16,18","44.595","8.271666666666668"
"4516","Rocchetta Palafea","6","13","H466","44,42,33","8,20,44","44.70916666666667","8.345555555555556"
"4517","Rocchetta Tanaro","6","13","H468","44,51,36","8,20,47","44.86","8.346388888888889"
"4518","San Giorgio Scarampi","6","13","H899","44,36,51","8,14,30","44.61416666666667","8.241666666666665"
"4519","San Martino Alfieri","6","13","H987","44,49,12","8,6,33","44.82","8.109166666666667"
"4520","San Marzano Oliveto","6","13","I017","44,45,22","8,17,47","44.75611111111111","8.296388888888888"
"4521","San Paolo Solbrito","6","13","I076","44,57,11","7,58,21","44.95305555555556","7.9725"
"4522","Scurzolengo","6","13","I555","44,58,6","8,16,44","44.968333333333334","8.27888888888889"
"4523","Serole","6","13","I637","44,33,23","8,15,35","44.55638888888888","8.259722222222223"
"4524","Sessame","6","13","I678","44,40,20","8,20,20","44.67222222222222","8.33888888888889"
"4525","Settime","6","13","I698","44,57,49","8,6,54","44.96361111111111","8.115"
"4526","Soglio","6","13","D523","44,59,51","8,4,50","44.9975","8.080555555555556"
"4527","Tigliole","6","13","D119","44,53,17","8,4,30","44.88805555555555","8.075"
"4528","Tonco","6","13","L203","45,1,33","8,11,16","45.02583333333333","8.187777777777779"
"4529","Tonengo","6","13","L204","45,7,12","8,0,5","45.12","8.001388888888888"
"4530","Vaglio Serra","6","13","L531","44,47,55","8,20,24","44.79861111111111","8.34"
"4531","Valfenera","6","13","L574","44,53,54","7,57,57","44.89833333333333","7.965833333333333"
"4532","Vesime","6","13","L807","44,38,23","8,13,42","44.63972222222222","8.228333333333333"
"4533","Viarigi","6","13","L834","44,58,53","8,21,41","44.981388888888894","8.361388888888888"
"4534","Villa San Secondo","6","13","M019","45,0,26","8,8,6","45.007222222222225","8.135"
"4535","Vinchio","6","13","M058","44,48,32","8,19,8","44.80888888888889","8.318888888888889"
"4536","Ailoche","7","13","A107","45,42,6","8,13,4","45.70166666666667","8.217777777777778"
"4537","Andorno Micca","7","13","A280","45,36,52","8,3,23","45.614444444444445","8.05638888888889"
"4538","Benna","7","13","A784","45,30,50","8,7,35","45.513888888888886","8.12638888888889"
"4539","Biella","7","13","A859","45,34,1","8,3,16","45.566944444444445","8.054444444444446"
"4540","Bioglio","7","13","A876","45,36,34","8,7,44","45.60944444444445","8.12888888888889"
"4541","Borriana","7","13","B058","45,30,32","8,2,20","45.50888888888889","8.03888888888889"
"4542","Brusnengo","7","13","B229","45,35,48","8,15,3","45.59666666666667","8.250833333333333"
"4543","Callabiana","7","13","B417","45,38,0","8,5,47","45.63333333333333","8.096388888888889"
"4544","Camandona","7","13","B457","45,38,39","8,5,42","45.64416666666666","8.095"
"4545","Camburzano","7","13","B465","45,32,43","8,0,4","45.54527777777778","8.001111111111111"
"4546","Campiglia Cervo","7","13","B508","45,39,50","7,59,56","45.663888888888884","7.998888888888889"
"4547","Candelo","7","13","B586","45,32,50","8,6,40","45.54722222222222","8.11111111111111"
"4548","Caprile","7","13","B708","45,41,40","8,12,47","45.69444444444444","8.213055555555554"
"4549","Casapinta","7","13","B933","45,37,3","8,11,39","45.6175","8.194166666666668"
"4550","Castelletto Cervo","7","13","C155","45,31,7","8,13,40","45.51861111111111","8.227777777777778"
"4551","Cerreto Castello","7","13","C526","45,34,15","8,9,15","45.57083333333334","8.154166666666667"
"4552","Cerrione","7","13","C532","45,28,16","8,3,59","45.471111111111114","8.06638888888889"
"4553","Coggiola","7","13","C819","45,41,18","8,11,5","45.68833333333333","8.184722222222222"
"4554","Cossato","7","13","D094","45,34,17","8,10,53","45.57138888888889","8.181388888888888"
"4555","Crevacuore","7","13","D165","45,41,18","8,14,44","45.68833333333333","8.245555555555555"
"4556","Crosa","7","13","D182","45,36,43","8,11,6","45.61194444444445","8.185"
"4557","Curino","7","13","D219","45,38,0","8,14,7","45.63333333333333","8.235277777777776"
"4558","Donato","7","13","D339","45,31,44","7,54,27","45.528888888888886","7.907500000000001"
"4559","Dorzano","7","13","D350","45,25,40","8,5,49","45.42777777777778","8.096944444444444"
"4560","Gaglianico","7","13","D848","45,32,26","8,4,25","45.54055555555556","8.073611111111111"
"4561","Gifflenga","7","13","E024","45,29,38","8,13,57","45.49388888888889","8.2325"
"4562","Graglia","7","13","E130","45,33,36","7,58,43","45.559999999999995","7.978611111111111"
"4563","Lessona","7","13","E552","45,35,33","8,11,27","45.5925","8.190833333333334"
"4564","Magnano","7","13","D983","45,27,51","8,0,13","45.46416666666667","8.00361111111111"
"4565","Massazza","7","13","F037","45,29,39","8,9,56","45.494166666666665","8.165555555555557"
"4566","Masserano","7","13","F042","45,35,41","8,13,35","45.594722222222224","8.22638888888889"
"4567","Mezzana Mortigliengo","7","13","F167","45,37,31","8,10,55","45.625277777777775","8.181944444444444"
"4568","Miagliano","7","13","F189","45,36,59","8,2,38","45.61638888888889","8.043888888888889"
"4569","Mongrando","7","13","F369","45,31,11","8,0,24","45.51972222222222","8.006666666666666"
"4570","Mosso","7","13","M304",,,"NaN","NaN"
"4571","Mottalciata","7","13","F776","45,30,31","8,12,30","45.50861111111111","8.208333333333332"
"4572","Muzzano","7","13","F833","45,33,45","7,59,14","45.5625","7.987222222222222"
"4573","Netro","7","13","F878","45,32,20","7,56,51","45.538888888888884","7.947500000000001"
"4574","Occhieppo Inferiore","7","13","F992","45,33,17","8,1,9","45.55472222222222","8.019166666666667"
"4575","Occhieppo Superiore","7","13","F993","45,33,54","8,0,30","45.565","8.008333333333333"
"4576","Pettinengo","7","13","G521","45,36,52","8,6,9","45.614444444444445","8.1025"
"4577","Piatto","7","13","G577","45,35,33","8,8,0","45.5925","8.133333333333333"
"4578","Piedicavallo","7","13","G594","45,41,28","7,57,23","45.691111111111105","7.956388888888889"
"4579","Pollone","7","13","G798","45,35,0","7,59,56","45.583333333333336","7.998888888888889"
"4580","Ponderano","7","13","G820","45,32,24","8,3,17","45.54","8.054722222222223"
"4581","Portula","7","13","G927","45,40,36","8,10,38","45.67666666666666","8.177222222222222"
"4582","Pralungo","7","13","G980","45,35,35","8,2,10","45.59305555555556","8.036111111111111"
"4583","Pray","7","13","G974","45,40,40","8,12,23","45.67777777777778","8.206388888888888"
"4584","Quaregna","7","13","H103","45,35,2","8,9,53","45.58388888888889","8.164722222222222"
"4585","Quittengo","7","13","H145","45,39,29","8,0,42","45.658055555555556","8.011666666666667"
"4586","Ronco Biellese","7","13","H538","45,35,0","8,5,58","45.583333333333336","8.099444444444446"
"4587","Roppolo","7","13","H553","45,25,22","8,4,5","45.422777777777775","8.068055555555555"
"4588","Rosazza","7","13","H561","45,40,41","7,58,32","45.67805555555555","7.975555555555555"
"4589","Sagliano Micca","7","13","H662","45,37,31","8,2,42","45.625277777777775","8.045"
"4590","Sala Biellese","7","13","H681","45,30,34","7,57,38","45.50944444444445","7.960555555555556"
"4591","Salussola","7","13","H726","45,27,2","8,6,35","45.45055555555556","8.109722222222222"
"4592","San Paolo Cervo","7","13","I074","45,39,4","8,0,33","45.651111111111106","8.009166666666667"
"4593","Sandigliano","7","13","H821","45,31,25","8,4,31","45.52361111111111","8.075277777777778"
"4594","Selve Marcone","7","13","I596","45,37,18","8,5,12","45.62166666666667","8.086666666666668"
"4595","Soprana","7","13","D751","45,38,22","8,11,53","45.63944444444444","8.198055555555555"
"4596","Sordevolo","7","13","I847","45,34,28","7,58,25","45.574444444444445","7.973611111111111"
"4597","Sostegno","7","13","I868","45,39,18","8,16,12","45.655","8.270000000000001"
"4598","Strona","7","13","I980","45,37,11","8,10,9","45.61972222222222","8.169166666666666"
"4599","Tavigliano","7","13","L075","45,37,42","8,3,8","45.62833333333333","8.052222222222223"
"4600","Ternengo","7","13","L116","45,35,31","8,6,54","45.591944444444444","8.115"
"4601","Tollegno","7","13","L193","45,35,44","8,3,0","45.595555555555556","8.05"
"4602","Torrazzo","7","13","L239","45,30,1","7,57,17","45.500277777777775","7.954722222222222"
"4603","Trivero","7","13","L436","45,40,26","8,9,40","45.67388888888889","8.161111111111111"
"4604","Valdengo","7","13","L556","45,34,34","8,7,59","45.57611111111112","8.133055555555556"
"4605","Vallanzengo","7","13","L586","45,36,19","8,8,58","45.60527777777778","8.149444444444445"
"4606","Valle Mosso","7","13","L606","45,38,13","8,8,30","45.636944444444445","8.141666666666666"
"4607","Valle San Nicolao","7","13","L620","45,36,32","8,8,30","45.60888888888889","8.141666666666666"
"4608","Veglio","7","13","A770","45,38,29","8,6,49","45.64138888888889","8.11361111111111"
"4609","Verrone","7","13","L785","45,30,19","8,6,58","45.50527777777778","8.116111111111111"
"4610","Vigliano Biellese","7","13","L880","45,33,57","8,6,35","45.56583333333333","8.109722222222222"
"4611","Villa Del Bosco","7","13","L933","45,37,21","8,16,57","45.6225","8.2825"
"4612","Villanova Biellese","7","13","L978","45,29,4","8,11,37","45.48444444444444","8.193611111111112"
"4613","Viverone","7","13","M098","45,25,36","8,3,11","45.42666666666666","8.053055555555556"
"4614","Zimone","7","13","M179","45,27,5","8,2,8","45.45138888888889","8.035555555555556"
"4615","Zubiena","7","13","M196","45,29,42","7,59,45","45.495","7.995833333333334"
"4616","Zumaglia","7","13","M201","45,35,41","8,5,25","45.594722222222224","8.090277777777779"
"4617","Acceglio","8","13","A016","44,28,35","6,59,25","44.47638888888889","6.990277777777778"
"4618","Aisone","8","13","A113","44,18,54","7,13,11","44.315","7.219722222222222"
"4619","Alba","8","13","A124","44,42,8","8,2,14","44.702222222222225","8.037222222222223"
"4620","Albaretto Della Torre","8","13","A139","44,35,54","8,3,54","44.598333333333336","8.065000000000001"
"4621","Alto","8","13","A238","44,6,33","8,0,23","44.10916666666667","8.006388888888889"
"4622","Argentera","8","13","A394","44,24,4","6,55,39","44.401111111111106","6.9275"
"4623","Arguello","8","13","A396","44,35,0","8,6,32","44.583333333333336","8.108888888888888"
"4624","Bagnasco","8","13","A555","44,18,18","8,2,39","44.305","8.044166666666667"
"4625","Bagnolo Piemonte","8","13","A571","44,45,43","7,18,49","44.761944444444445","7.313611111111111"
"4626","Barbaresco","8","13","A629","44,43,40","8,4,49","44.72777777777778","8.080277777777777"
"4627","Barge","8","13","A660","44,43,36","7,19,29","44.72666666666667","7.324722222222222"
"4628","Barolo","8","13","A671","44,36,44","7,56,32","44.61222222222222","7.942222222222222"
"4629","Battifollo","8","13","A716","44,19,24","8,0,29","44.32333333333334","8.008055555555556"
"4630","Beinette","8","13","A735","44,21,57","7,38,48","44.365833333333335","7.6466666666666665"
"4631","Bellino","8","13","A750","44,34,55","7,1,7","44.581944444444446","7.018611111111111"
"4632","Belvedere Langhe","8","13","A774","44,29,46","7,58,27","44.49611111111111","7.974166666666667"
"4633","Bene Vagienna","8","13","A779","44,32,51","7,50,1","44.5475","7.833611111111111"
"4634","Benevello","8","13","A782","44,37,51","8,6,20","44.630833333333335","8.105555555555556"
"4635","Bergolo","8","13","A798","44,32,58","8,11,7","44.54944444444444","8.185277777777777"
"4636","Bernezzo","8","13","A805","44,23,8","7,26,22","44.385555555555555","7.439444444444445"
"4637","Bonvicino","8","13","A979","44,30,21","8,0,59","44.505833333333335","8.016388888888889"
"4638","Borgo San Dalmazzo","8","13","B033","44,19,55","7,29,13","44.331944444444446","7.486944444444444"
"4639","Borgomale","8","13","B018","44,37,19","8,7,52","44.621944444444445","8.131111111111112"
"4640","Bosia","8","13","B079","44,36,17","8,8,44","44.60472222222222","8.145555555555555"
"4641","Bossolasco","8","13","B084","44,31,46","8,3,12","44.529444444444444","8.053333333333335"
"4642","Boves","8","13","B101","44,19,48","7,33,1","44.330000000000005","7.550277777777778"
"4643","Bra","8","13","A077","44,41,55","7,51,23","44.698611111111106","7.856388888888889"
"4644","Briaglia","8","13","B167","44,23,53","7,52,32","44.39805555555556","7.875555555555556"
"4645","Briga Alta","8","13","B175","44,5,2","7,45,2","44.08388888888889","7.750555555555556"
"4646","Brondello","8","13","B200","44,36,3","7,24,31","44.600833333333334","7.408611111111111"
"4647","Brossasco","8","13","B204","44,34,18","7,21,44","44.57166666666667","7.362222222222222"
"4648","Busca","8","13","B285","44,31,2","7,28,25","44.51722222222222","7.473611111111111"
"4649","Camerana","8","13","B467","44,25,31","8,8,30","44.42527777777777","8.141666666666666"
"4650","Camo","8","13","A176","44,41,51","8,11,37","44.6975","8.193611111111112"
"4651","Canale","8","13","B573","44,47,57","7,59,29","44.799166666666665","7.991388888888889"
"4652","Canosio","8","13","B621","44,27,26","7,5,5","44.45722222222223","7.084722222222222"
"4653","Caprauna","8","13","B692","44,7,0","7,57,23","44.11666666666667","7.956388888888889"
"4654","Caraglio","8","13","B719","44,25,10","7,25,46","44.419444444444444","7.429444444444445"
"4655","Caramagna Piemonte","8","13","B720","44,46,52","7,44,29","44.78111111111111","7.741388888888889"
"4656","Cartignano","8","13","B845","44,28,43","7,17,17","44.478611111111114","7.288055555555555"
"4657","Casalgrasso","8","13","B894","44,49,19","7,37,44","44.82194444444445","7.6288888888888895"
"4658","Castagnito","8","13","C046","44,45,28","8,1,56","44.757777777777775","8.032222222222224"
"4659","Casteldelfino","8","13","C081","44,35,30","7,4,19","44.59166666666667","7.071944444444444"
"4660","Castellar","8","13","C140","44,37,21","7,26,22","44.6225","7.439444444444445"
"4661","Castelletto Stura","8","13","C165","44,26,50","7,38,23","44.447222222222216","7.639722222222222"
"4662","Castelletto Uzzone","8","13","C167","44,29,22","8,11,55","44.489444444444445","8.198611111111111"
"4663","Castellinaldo","8","13","C173","44,46,33","8,1,58","44.77583333333333","8.03277777777778"
"4664","Castellino Tanaro","8","13","C176","44,25,41","7,58,52","44.42805555555555","7.981111111111111"
"4665","Castelmagno","8","13","C205","44,24,41","7,12,49","44.41138888888889","7.213611111111112"
"4666","Castelnuovo Di Ceva","8","13","C214","44,21,18","8,7,44","44.355000000000004","8.12888888888889"
"4667","Castiglione Falletto","8","13","C314","44,37,31","7,58,43","44.625277777777775","7.978611111111111"
"4668","Castiglione Tinella","8","13","C317","44,43,38","8,11,28","44.727222222222224","8.19111111111111"
"4669","Castino","8","13","C323","44,37,14","8,10,53","44.620555555555555","8.181388888888888"
"4670","Cavallerleone","8","13","C375","44,44,23","7,39,57","44.73972222222222","7.6658333333333335"
"4671","Cavallermaggiore","8","13","C376","44,42,32","7,41,23","44.70888888888889","7.689722222222223"
"4672","Celle Di Macra","8","13","C441","44,29,0","7,10,22","44.483333333333334","7.172777777777778"
"4673","Centallo","8","13","C466","44,30,9","7,35,9","44.5025","7.585833333333333"
"4674","Ceresole Alba","8","13","C504","44,48,3","7,49,23","44.80083333333333","7.823055555555555"
"4675","Cerreto Langhe","8","13","C530","44,34,31","8,5,53","44.57527777777778","8.098055555555556"
"4676","Cervasca","8","13","C547","44,23,7","7,28,2","44.38527777777778","7.467222222222222"
"4677","Cervere","8","13","C550","44,38,12","7,47,38","44.63666666666666","7.793888888888889"
"4678","Ceva","8","13","C214","44,23,16","8,2,4","44.38777777777778","8.034444444444444"
"4679","Cherasco","8","13","C599","44,39,20","7,51,26","44.65555555555555","7.857222222222222"
"4680","Chiusa Di Pesio","8","13","C653","44,19,32","7,40,35","44.32555555555556","7.676388888888889"
"4681","Cissone","8","13","C738","44,33,47","8,1,48","44.56305555555555","8.030000000000001"
"4682","Clavesana","8","13","C792","44,29,8","7,54,41","44.48555555555556","7.911388888888889"
"4683","Cortemilia","8","13","D062","44,34,53","8,11,33","44.581388888888895","8.1925"
"4684","Cossano Belbo","8","13","D093","44,40,12","8,11,55","44.669999999999995","8.198611111111111"
"4685","Costigliole Saluzzo","8","13","D120","44,33,59","7,28,59","44.56638888888889","7.483055555555556"
"4686","Cravanzana","8","13","D133","44,34,34","8,7,34","44.57611111111112","8.126111111111111"
"4687","Crissolo","8","13","D172","44,42,13","7,9,18","44.703611111111115","7.155"
"4688","Cuneo","8","13","D205","44,23,37","7,32,49","44.39361111111111","7.546944444444445"
"4689","Demonte","8","13","D271","44,18,58","7,17,55","44.316111111111105","7.298611111111111"
"4690","Dogliani","8","13","D314","44,31,49","7,56,53","44.530277777777776","7.948055555555555"
"4691","Dronero","8","13","D372","44,28,8","7,21,55","44.46888888888889","7.365277777777777"
"4692","Elva","8","13","D401","44,32,19","7,5,32","44.53861111111111","7.0922222222222215"
"4693","Entracque","8","13","D410","44,14,24","7,23,47","44.24","7.39638888888889"
"4694","Envie","8","13","D412","44,40,56","7,22,23","44.68222222222222","7.373055555555555"
"4695","Farigliano","8","13","D499","44,30,46","7,55,0","44.51277777777778","7.916666666666667"
"4696","Faule","8","13","D511","44,48,23","7,35,2","44.80638888888888","7.583888888888889"
"4697","Feisoglio","8","13","D523","44,32,52","8,6,46","44.547777777777775","8.112777777777778"
"4698","Fossano","8","13","D742","44,33,1","7,43,24","44.55027777777777","7.723333333333334"
"4699","Frabosa Soprana","8","13","D751","44,17,19","7,48,31","44.28861111111111","7.8086111111111105"
"4700","Frabosa Sottana","8","13","D752","44,18,13","7,47,53","44.30361111111111","7.798055555555555"
"4701","Frassino","8","13","D782","44,34,20","7,16,43","44.57222222222222","7.278611111111111"
"4702","Gaiola","8","13","D856","44,20,12","7,24,26","44.336666666666666","7.407222222222223"
"4703","Gambasca","8","13","D894","44,37,52","7,20,53","44.63111111111111","7.348055555555555"
"4704","Garessio","8","13","D920","44,12,0","8,1,39","44.2","8.027500000000002"
"4705","Genola","8","13","D967","44,35,22","7,39,49","44.589444444444446","7.663611111111112"
"4706","Gorzegno","8","13","E111","44,30,52","8,8,13","44.51444444444444","8.136944444444444"
"4707","Gottasecca","8","13","E115","44,27,42","8,10,5","44.461666666666666","8.168055555555554"
"4708","Govone","8","13","E118","44,48,19","8,6,2","44.805277777777775","8.100555555555555"
"4709","Grinzane Cavour","8","13","E182","44,39,31","7,58,58","44.65861111111111","7.982777777777778"
"4710","Guarene","8","13","E251","44,44,28","8,2,7","44.74111111111111","8.035277777777777"
"4711","Igliano","8","13","A340","44,26,40","8,0,51","44.44444444444444","8.014166666666666"
"4712","Isasca","8","13","E327","44,35,18","7,22,59","44.58833333333334","7.383055555555555"
"4713","La Morra","8","13","E430","44,38,18","7,55,58","44.638333333333335","7.932777777777778"
"4714","Lagnasco","8","13","E406","44,37,37","7,33,19","44.62694444444445","7.5552777777777775"
"4715","Lequio Berria","8","13","E540","44,36,30","8,5,55","44.608333333333334","8.098611111111111"
"4716","Lequio Tanaro","8","13","E539","44,33,42","7,53,2","44.56166666666666","7.8838888888888885"
"4717","Lesegno","8","13","E546","44,24,7","7,57,58","44.401944444444446","7.966111111111111"
"4718","Levice","8","13","E564","44,32,26","8,9,19","44.54055555555556","8.155277777777778"
"4719","Limone Piemonte","8","13","E597","44,12,13","7,34,36","44.203611111111115","7.576666666666666"
"4720","Lisio","8","13","E615","44,18,28","7,58,41","44.30777777777777","7.978055555555556"
"4721","Macra","8","13","C441","44,30,2","7,10,52","44.50055555555556","7.181111111111111"
"4722","Magliano Alfieri","8","13","E809","44,46,7","8,4,6","44.76861111111111","8.068333333333333"
"4723","Magliano Alpi","8","13","E808","44,27,37","7,47,56","44.46027777777778","7.7988888888888885"
"4724","Mango","8","13","E887","44,41,14","8,9,1","44.68722222222222","8.150277777777777"
"4725","Manta","8","13","E894","44,37,2","7,29,6","44.617222222222225","7.485"
"4726","Marene","8","13","E939","44,39,49","7,43,45","44.66361111111111","7.729166666666667"
"4727","Margarita","8","13","E945","44,24,18","7,41,4","44.405","7.684444444444445"
"4728","Marmora","8","13","E963","44,27,33","7,5,46","44.45916666666667","7.096111111111111"
"4729","Marsaglia","8","13","E973","44,27,16","7,58,58","44.45444444444445","7.982777777777778"
"4730","Martiniana Po","8","13","E988","44,37,38","7,21,58","44.62722222222222","7.366111111111111"
"4731","Melle","8","13","D347","44,33,48","7,19,10","44.56333333333333","7.319444444444445"
"4732","Moiola","8","13","F279","44,19,14","7,23,22","44.32055555555556","7.389444444444445"
"4733","Mombarcaro","8","13","F309","44,28,11","8,5,4","44.469722222222224","8.084444444444445"
"4734","Mombasiglio","8","13","F312","44,22,8","7,58,11","44.36888888888889","7.969722222222222"
"4735","Monastero Di Vasco","8","13","F326","44,20,33","7,49,17","44.3425","7.8213888888888885"
"4736","Monasterolo Casotto","8","13","F329","44,19,47","7,56,40","44.32972222222222","7.944444444444445"
"4737","Monasterolo Di Savigliano","8","13","F330","44,41,18","7,37,26","44.68833333333333","7.62388888888889"
"4738","Monchiero","8","13","F338","44,34,18","7,55,19","44.57166666666667","7.921944444444445"
"4739","Monesiglio","8","13","F355","44,28,5","8,7,10","44.46805555555556","8.119444444444445"
"4740","Montaldo Roero","8","13","F408","44,46,11","7,55,43","44.76972222222222","7.9286111111111115"
"4741","Montanera","8","13","F424","44,27,50","7,39,56","44.46388888888889","7.665555555555556"
"4742","Montelupo Albese","8","13","F550","44,37,30","8,2,42","44.625","8.045"
"4743","Montemale Di Cuneo","8","13","F558","44,26,22","7,22,31","44.43944444444444","7.375277777777777"
"4744","Monterosso Grana","8","13","F608","44,24,33","7,19,26","44.409166666666664","7.323888888888889"
"4745","Monteu Roero","8","13","F654","44,46,54","7,55,58","44.781666666666666","7.932777777777778"
"4746","Montezemolo","8","13","F666","44,22,53","8,8,19","44.38138888888889","8.13861111111111"
"4747","Moretta","8","13","F723","44,45,53","7,32,20","44.764722222222225","7.538888888888889"
"4748","Morozzo","8","13","F743","44,25,29","7,42,26","44.42472222222222","7.707222222222223"
"4749","Murazzano","8","13","F809","44,28,32","8,1,22","44.47555555555556","8.022777777777778"
"4750","Murello","8","13","F811","44,45,12","7,36,8","44.75333333333333","7.602222222222222"
"4751","Narzole","8","13","F846","44,35,45","7,52,17","44.59583333333334","7.871388888888889"
"4752","Neive","8","13","F863","44,43,40","8,6,56","44.72777777777778","8.115555555555556"
"4753","Neviglie","8","13","F883","44,41,39","8,6,58","44.69416666666666","8.116111111111111"
"4754","Niella Belbo","8","13","F894","44,30,54","8,4,43","44.515","8.07861111111111"
"4755","Niella Tanaro","8","13","F895","44,24,55","7,55,23","44.415277777777774","7.923055555555556"
"4756","Novello","8","13","F961","44,35,22","7,55,37","44.589444444444446","7.926944444444445"
"4757","Nucetto","8","13","F972","44,20,36","8,3,46","44.343333333333334","8.062777777777779"
"4758","Oncino","8","13","G066","44,40,37","7,11,30","44.676944444444445","7.191666666666667"
"4759","Ormea","8","13","G114","44,9,0","7,54,45","44.15","7.9125000000000005"
"4760","Ostana","8","13","G183","44,41,39","7,11,27","44.69416666666666","7.190833333333334"
"4761","Paesana","8","13","G228","44,41,6","7,16,34","44.684999999999995","7.276111111111111"
"4762","Pagno","8","13","B498","44,36,42","7,25,40","44.611666666666665","7.427777777777778"
"4763","Pamparato","8","13","G302","44,16,40","7,54,52","44.27777777777778","7.914444444444444"
"4764","Paroldo","8","13","G339","44,25,59","8,4,24","44.433055555555555","8.073333333333332"
"4765","Perletto","8","13","G457","44,36,7","8,12,56","44.60194444444445","8.215555555555556"
"4766","Perlo","8","13","G458","44,20,1","8,5,3","44.33361111111111","8.084166666666667"
"4767","Peveragno","8","13","G526","44,19,55","7,37,8","44.331944444444446","7.61888888888889"
"4768","Pezzolo Valle Uzzone","8","13","G532","44,32,29","8,11,36","44.54138888888889","8.193333333333333"
"4769","Pianfei","8","13","G561","44,22,20","7,42,30","44.37222222222222","7.708333333333334"
"4770","Piasco","8","13","G575","44,34,15","7,27,28","44.57083333333334","7.457777777777778"
"4771","Pietraporzio","8","13","G625","44,20,38","7,1,56","44.34388888888889","7.032222222222222"
"4772","Piozzo","8","13","G697","44,30,58","7,53,34","44.51611111111111","7.892777777777777"
"4773","Pocapaglia","8","13","G742","44,43,9","7,53,11","44.719166666666666","7.886388888888888"
"4774","Polonghera","8","13","G800","44,48,18","7,35,56","44.805","7.598888888888888"
"4775","Pontechianale","8","13","G837","44,37,30","7,1,44","44.625","7.028888888888889"
"4776","Pradleves","8","13","G970","44,25,7","7,17,5","44.41861111111111","7.284722222222222"
"4777","Prazzo","8","13","H011","44,29,1","7,3,23","44.48361111111111","7.056388888888889"
"4778","Priero","8","13","H059","44,22,34","8,5,40","44.376111111111115","8.094444444444445"
"4779","Priocca","8","13","H068","44,47,36","8,3,47","44.79333333333333","8.063055555555556"
"4780","Priola","8","13","H069","44,14,46","8,1,26","44.24611111111111","8.023888888888889"
"4781","Prunetto","8","13","H085","44,29,39","8,8,40","44.494166666666665","8.144444444444444"
"4782","Racconigi","8","13","H150","44,46,8","7,40,55","44.76888888888889","7.6819444444444445"
"4783","Revello","8","13","H247","44,39,22","7,23,26","44.65611111111111","7.390555555555556"
"4784","Rifreddo","8","13","H285","44,39,8","7,21,6","44.65222222222222","7.351666666666667"
"4785","Rittana","8","13","H326","44,21,10","7,24,6","44.35277777777778","7.401666666666667"
"4786","Roaschia","8","13","H362","44,16,17","7,27,23","44.271388888888886","7.456388888888889"
"4787","Roascio","8","13","H363","44,25,7","8,1,20","44.41861111111111","8.022222222222224"
"4788","Robilante","8","13","H377","44,17,44","7,30,45","44.29555555555555","7.5125"
"4789","Roburent","8","13","H378","44,18,25","7,53,28","44.30694444444444","7.891111111111111"
"4790","Roccabruna","8","13","H385","44,28,44","7,20,37","44.47888888888889","7.343611111111111"
